species	index_ext_event	pre_sapiens	sapiens
Dama_carburangelensis	2	0	0.045751775
Dasypterus_insularis	2	0	0.024096
Deinogalerix_brevirostris	0	0	0
Deinogalerix_koenigswaldi	0	0	0
Dobsonia_crenulata	2	0	0.084885819
Dobsonia_moluccensis	2	0	0.126103729
Dobsonia_peronii	2	0.236544051	0.188
Dobsonia_viridis	2	0	0.0844
Duboisia_santeng	1	2.871621914	0
Echinosorex_gymnura	2	0	0.153168828
Elasmodontomys_obliquus	2	0	0.015825707
Elephas_maximus	2	0.224464017	0.52
Elephas_sp_Luzon_Visayan	1	2.207575254	0
Elephas_sp_Sulawesi	0	0	0
Emballonura_alecto	2	0	0.058868238
Emballonura_semicaudata	2	0	0.0138
Enhydrictis_galictoides	1	1.546271297	0
Eonycteris_spelaea	2	0	0.205650534
Epileptobos_groeneveldtii	1	2.547320666	0
Eptesicus_serotinus	2	1.512	0.088
Erinaceus_europaeus	2	0	0.088
Eulemur_fulvus	2	0	0.042
Eulemur_mongoz	2	0	0.042
Funambulus_layardi	2	0	0.141064266
Galeopterus_variegatus	2	0	0.075809421
Genetta_plesictoides	2	0	0.013219621
Geocapromys_brownii	2	0	0.004832
Geocapromys_caymanensis	0	0	0
Geocapromys_columbianus	2	0	0.022854009
Geocapromys_ingrahami_abaconis	2	0	0.003060988
Geocapromys_ingrahami_FOSSIL	2	0	0.005112
Geocapromys_ingrahami_irrectus	2	0	0.002146269
Gymnesicolagus_gelaberti	0	0	0
Hattomys_gargantua	0	0	0
Helarctos_malayanus	2	3.338687385	0.52
Hemigalus_derbyanus	2	0	0.153281587
Hippopotamus_creutzburgi	0	0	0
Hippopotamus_lemerlei	2	0	0.03947005
Hippopotamus_madagascariensis	2	0	0.039414469
Hippopotamus_minor	2	0	0.041244396
Hippopotamus_pentlandi	0	0	0
Hipposideros_commersoni	2	0	0.042
Hipposideros_diadema	2	0	0.278357993
Hipposideros_galeritus	2	0	0.153546275
Hipposideros_larvatus	2	0	0.153358716
Homo_floresiensis	2	3.812	0.026838243
Hylobates_moloch	2	4.68	0.52
Hylobates_muelleri	2	0	0.16648675
Hylopetes_nigripes	2	0	0.097346189
Hyperplagiodontia_araeum	2	0	0.000557844
Hypnomys_mahonensis	0	0	0
Hypnomys_morpheus	0	0	0
Hypolagus_balearicus	0	0	0
Hypolagus_peregrinus	0	0	0
Hystrix_brachyura	2	3.892745353	0.52
Hystrix_javanica	2	3.6938504	0.52
Hystrix_pumila	2	0	0.151880022
Kritimys_catreus	1	0.023860262	0
Lasiurus_minor	2	0	0.024096
Lasiurus_pfeifferi	2	0	0.023616
Leopoldamys_sabanus	2	0.309121262	0.52
Leithia_cartei	0	0	0
Leithia_melitensis	0	0	0
Lepus_corsicanus	2	0	0.088
Loris_lydekkerianus	2	0	0.140893511
Loris_tardigradus	2	0	0.140508142
Lutra_castiglionis	0	0	0
Lutra_lutra	2	0	0.181836908
Lutra_sumatrana	2	0	0.153308121
Lutra_trinacriae	0	0	0
Lutrogale_cretensis	1	0.104198648	0
Macaca_cyclopis	2	1.6	0.2
Macaca_fascicularis	2	4.68	0.52
Macaca_fuscata	2	0	0.336
Macaca_majori	0	0	0
Macaca_maura	2	0	0.057388901
Macaca_nemestrina	2	0	0.292
Macaca_nigra	2	0	0.072179827
Macaca_sinica	2	0	0.18
Malpaisomys_insularis	2	0	0.004313324
Maltamys_wiedincitensis	0	0	0
Mammuthus_creticus	0	0	0
Mammuthus_exilis	2	0	0.007578023
Mammuthus_lamarmorai	1	1.408621541	0
Manis_culionensis	2	0	0.142078525
Manis_javanica	2	0	0.25595273
Martes_flavigula	2	0	0.15388049
Martes_melampus	2	0	0.226034199
Maxomys_hellwaldii	2	0	0.056031371
Maxomys_musschenbroekii	2	0	0.127955825
Maxomys_panglima	2	0	0.14383972
Megaderma_spasma	2	0	0.138385604
Megalenhydris_barbaricina	1	0.087521592	0
Megalomys_audreyae	2	0	0.013757315
Megalomys_camerhogne	2	0	0.003331813
Megalomys_curazensis	0	0	0
Megalomys_desmarestii	2	0	0.008213906
Megalomys_georginae	2	0	0.014912188
Megalomys_luciae	2	0	0.002003222
Megaoryzomys_curioi	2	0	0.001189365
Meles_anakuma	2	0	0.336
Melogale_everetti	2	0	0.2
Melomys_caurinus	2	0	0.010199899
Melomys_matambuai	2	0	0.08117289
Melomys_talaudium	2	0	0.010189829
Mesocapromys_gracilis	0	0	0
Mesocapromys_kraglievichi	2	0	0.021573467
Mesocapromys_minimus	2	0	0.021828649
Mesocapromys_nanus	2	0	0.023616
Mesocapromys_sanfelipensis	2	0	0.023616
Microtus_(Terricola)_ex_gr_Microtus_savii	2	0	0.077906129
Microtus_(Tyrrhenicola)_henseli	2	1.555464	0.039175728
Microtus_miguelensis	0	0	0
Microtus_montebelli	2	0	0.336
Mikrotia_magna	0	0	0
Mikrotia_maiuscola	0	0	0
Mikrotia_parva	0	0	0
Miniopterus_australis	2	0	0.2
Miniopterus_macrocneme	2	0	0.18854849
Miniopterus_tristis	2	0	0.1538061
Mogera_wogura	2	0	0.2
Mops_leucostigma	2	0	0.031612043
Mormoops_blainvillei	2	0	0.024096
Moschiola_kathygre	2	0	0.140616471
Moschiola_meminna	2	0	0.18
Muntiacini_gen_et_sp_indet	2	0	0.084921765
Muntiacus_muntjak	2	4.68	0.52
Mus_cypriacus	2	0	0.05
Mus_lopadusae	0	0	0
Mus_minotaurus	2	0.452	0.017429847
Muscardinus_cyclopeus	0	0	0
Mustela_erminea	2	0	0.336
Mustela_itatsi	2	0	0.336
Mustela_nivalis	2	0	0.336
Mustela_nudipes	2	0	0.152966819
Mustelercta_arzilla	0	0	0
Mydaus_marchei	2	0	0.148889637
Myotis_capaccinii	2	1.512	0.088
Myotis_goudoti	2	0	0.042
Myotis_macrotarsus	2	0	0.072815563
Myotis_myotis	2	1.145256112	0.088
Myotragus_balearicus	2	0	0.002551214
Mysateles_melanurus	2	0	0.023616
Mysateles_prehensilis	2	0	0.023616
Mystacina_miocenalis	0	0	0
Mystacina_robusta	2	0	0.000880775
Nesiotites_hidalgo	0	0	0
Nesogoral_cenisae	0	0	0
Nesogoral_melonii	0	0	0
Nesogoral_sp_2	0	0	0
Nesorhinus_hayasakai	1	0.354272853	0
Nesorhinus_philippinensis	1	2.169967027	0
Nuralagus_rex	0	0	0
Nyctereutes_viverrinus	2	0	0.336
Nycticebus_coucang	2	0	0.232
Nycticebus_javanicus	2	0	0.075723155
Nyctimene_albiventer	2	0	0.176
Nyctimene_cephalotes	2	0	0.166863232
Nyctimene_major	2	0	0.064604205
Nyctophilus_howensis	0	0	0
Nyctophilus_nebulosus	2	0	0.0112
Oriensictis_nipponica	0	0	0
Oryzomys_antillarum	2	0	0.003435748
Otomops_madagascariensis	2	0	0.042
Paguma_larvata	2	0	0.153566717
Palaeoloxodon_aff_P_creutzburgi	0	0	0
Palaeoloxodon_antiquus_leonardi	0	0	0
Palaeoloxodon_creutzburgi	1	0.434930142	0
Palaeoloxodon_cypriotes	2	0	0.023239267
Palaeoloxodon_ex_gr_P_mnaidriensis	0	0	0
Palaeoloxodon_falconeri	0	0	0
Palaeoloxodon_lomolinoi	1	0.129682753	0
Palaeoloxodon_sp_Rhodes	0	0	0
Palaeoloxodon_tiliensis	0	0	0
Palaeoloxodon_xylophagou	0	0	0
Pannonictis_baroniensis	0	0	0
Panthera_tigris	2	0	0.336
Paradoxurus_hermaphroditus	2	0	0.178502422
Paradoxurus_zeylonensis	2	0	0.14017001
Pellegrinia_panormensis	0	0	0
Pennatomys_nivalis	2	0	0.007874709
Peromyscus_nesodytes	2	0	0.040473179
Petaurista_leucogenys	2	0	0.336
Petaurista_petaurista	2	0	0.079440686
Pipistrellus_kuhlii	2	0	0.009244
Pipistrellus_maderensis	2	0	0.00612
Plagiodontia_aedium	2	0	0.024096
Plagiodontia_spelaeum	0	0	0
Plagiodontia_velozi	2	0	0.009769785
Plecotus_teneriffae	2	0	0.00612
Pongo_pygmaeus	2	0.195946472	0.52
Praemegaceros_cazioti	2	1.555464	0.025608861
Presbytis_femoralis	2	0	0.033719911
Prionailurus_bengalensis	2	4.315475992	0.52
Prionailurus_planiceps	2	0	0.153805373
Prolagus_apricenicus	0	0	0
Prolagus_imperialis	0	0	0
Prolagus_sardus	2	1.555464	0.039146831
Pteropus_dasymallus	2	0	0.112
Pteropus_hypomelanus	2	0	0.081330819
Pteropus_macrotis	2	0	0.0844
Pteropus_melanopogon	2	0	0.0844
Pteropus_neohibernicus	2	0	0.16823621
Pteropus_niger	2	0	0.001248
Pteropus_rufus	2	0	0.032064551
Pteropus_tonganus	2	0	0.011984
Pteropus_vampyrus	2	0	0.2
Rattus_tiomanicus	2	0	0.305577364
Ratufa_affinis	2	0	0.2
Ratufa_bicolor	2	0	0.167428145
Rhagamys_orthodon	2	1.555464	0.039209159
Rhinolophus_blasii	2	0	0.088
Rhinolophus_creaghi	2	0	0.072950577
Rhinolophus_euryale	2	0	0.088
Rhinolophus_hipposideros	2	1.512	0.088
Rousettus_amplexicaudatus	2	0	0.158462078
Rousettus_madagascariensis	2	0	0.042
Rusa_alfredi	2	0	0.102034763
Rusa_marianna	2	2.604	0.232
Rusa_timorensis	2	4.68	0.52
Rusa_unicolor	2	0	0.292
Sardolutra_ichnusae	1	0.092132784	0
Sciurus_lis	2	0	0.336
Solenodon_cubanus	2	0	0.023616
Solomys_ponceleti	2	0	0.112
Solomys_salebrosus	2	0	0.112
Sorex_caecutiens	2	0	0.336
Sorex_hosonoi	2	0	0.336
Sorex_ornatus	2	0	0.052
Sorex_shinto	2	0	0.336
Spilocuscus_kraemeri	2	0	0.081246349
Spilocuscus_rufoniger	2	0	0.227454374
Spilogale_gracilis	2	0	0.052
Srilankamys_ohiensis	2	0	0.141086545
Stegodon_aurorae	0	0	0
Stegodon_florensis_florensis	1	0.898246947	0
Stegodon_florensis_insularis	1	0.076647132	0
Stegodon_luzonensis	1	2.227594113	0
Stegodon_sompoensis	0	0	0
Stegodon_sondaari	0	0	0
Stegodon_sp_B_Sulawesi	0	0	0
Stegodon_sumbaensis	1	1.048004108	0
Stegodon_timorensis	0	0	0
Stegodon_trigonocephalus	1	4.479900617	0
Stertomys_laticrestatus	0	0	0
Suncus_murinus	2	0	0.033474358
Sundamys_muelleri	2	0	0.232
Sundasciurus_lowii	2	0	0.153227929
Sus_ahoenobarbus	2	0	0.134257915
Sus_barbatus	2	0	0.292
Sus_celebensis	2	0.594	0.182
Sus_oliveri	2	0	0.128
Sus_philippensis	2	0.17579542	0.12
Sus_sondaari	0	0	0
Sus_verrucosus	2	0	0.07598012
Talpa_tyrrhenica	1	1.544473279	0
Taphozous_melanopogon	2	0	0.153936347
Trachypithecus_auratus	2	0	0.18503651
Trachypithecus_cristatus	2	3.88460619	0.52
Tragulus_kanchil	2	0	0.153265964
Tragulus_napu	2	0	0.182262815
Tupaia_minor	2	0	0.153292657
Urocyon_littoralis	2	0	0.052
Ursus_arctos	2	1.464	0.336
Vandeleuria_nolthenii	2	0	0.140799819
Viverra_tangalunga	2	0	0.158113232
Viverricula_indica	2	0	0.18
Vulcanops_jennyworthyae	0	0	0
Vulpes_vulpes	2	0	0.336
Xenocyon_trinilensis	1	0.714307324	0
Xenothrix_mcgregori	2	0	0.001599362
Zygodontomys_brevicauda	2	0	0.01558
